report_id,employee_id,designation,manager,resolution_minutes,resolution_sla_pass,resolution_category
AXA-20201226-2784-WiFi7,203,Operator,Victor,209.6,failed,Critical
AXA-20201220-2785-WiFi9,209,Operator,Kerry,221.18,failed,Critical
AXA-20201203-2789-WLESS,224,Operator,Seun,182.08,failed,Critical
AXA-20201203-2790-CBS,220,Operator,Wale,185.33,failed,Critical
AXA-20201225-2791-WiFi7,210,Operator,Kerry,332.03,failed,Critical
AXA-20201207-2797-WiFi10,212,Operator,Kerry,215.27,failed,Critical
AXA-20201209-2798-MCON,225,Operator,Seun,318.67,failed,Critical
AXA-20201220-2804-WiFi8,209,Operator,Kerry,320.77,failed,Critical
AXA-20201202-2806-C95,205,Operator,Victor,344.05,failed,Critical
AXA-20201201-2807-WLESS,216,Operator,Wale,265.07,failed,Critical
AXA-20201209-2809-WiFi11,204,Operator,Victor,272.2,failed,Critical
AXA-20201204-2811-WLESS,203,Operator,Victor,201.1,failed,Critical
AXA-20201221-2813-EVOICE,209,Operator,Kerry,187.72,failed,Critical
AXA-20201223-2816-WiFi4,228,Operator,Seun,214.58,failed,Critical
AXA-20201224-2817-C100,205,Operator,Victor,314.55,failed,Critical
AXA-20201209-2819-WiFi8,225,Operator,Seun,342.77,failed,Critical
AXA-20201205-2821-WLESS,214,Operator,Kerry,329.22,failed,Critical
AXA-20201215-2823-CBS,202,Operator,Victor,264.07,failed,Critical
AXA-20201221-2826-WiFi10,223,Operator,Seun,343.17,failed,Critical
AXA-20201209-2829-MCON,205,Operator,Victor,196.43,failed,Critical
AXA-20201202-2830-WiFi3,219,Operator,Wale,306.65,failed,Critical
AXA-20201221-2833-WiFi9,225,Operator,Seun,252.57,failed,Critical
AXA-20201208-2837-HSE,206,Operator,Victor,280.42,failed,Critical
AXA-20201220-2838-WiFi8,209,Operator,Kerry,310.6,failed,Critical
AXA-20201204-2841-WiFi9,216,Operator,Wale,329.33,failed,Critical
AXA-20201217-2842-WiFi3,202,Operator,Victor,224.47,failed,Critical
AXA-20201214-2846-VOICE,210,Operator,Kerry,252.43,failed,Critical
AXA-20201203-2847-C100,207,Operator,Victor,312.05,failed,Critical
AXA-20201213-2849-EVOICE,226,Operator,Seun,307.37,failed,Critical
AXA-20201221-2850-ICS,211,Operator,Kerry,265.17,failed,Critical
AXA-20201210-2851-WLESS,207,Operator,Victor,183.73,failed,Critical
AXA-20201206-2857-WiFi3,213,Operator,Kerry,222.65,failed,Critical
AXA-20201201-2858-WiFi3,214,Operator,Kerry,316.73,failed,Critical
AXA-20201218-2860-WiFi6,202,Operator,Victor,324.17,failed,Critical
AXA-20201219-2862-MCON,214,Operator,Kerry,323.35,failed,Critical
AXA-20201209-2869-C100,205,Operator,Victor,189.05,failed,Critical
AXA-20201227-2870-ICS,213,Operator,Kerry,329.33,failed,Critical
AXA-20201210-2872-CBS,224,Operator,Seun,281.13,failed,Critical
AXA-20201220-2873-WiFi11,210,Operator,Kerry,203.27,failed,Critical
AXA-20201226-2875-ICS,202,Operator,Victor,202.57,failed,Critical
AXA-20201220-2876-C95,222,Operator,Seun,202.52,failed,Critical
AXA-20201202-2878-WLESS,213,Operator,Kerry,333.03,failed,Critical
AXA-20201204-2881-WiFi8,202,Operator,Victor,267.68,failed,Critical
AXA-20201218-2882-WiFi3,211,Operator,Kerry,202.27,failed,Critical
AXA-20201214-2883-WLESS,207,Operator,Victor,207.17,failed,Critical
AXA-20201224-2887-EVOICE,215,Operator,Wale,209.58,failed,Critical
AXA-20201221-2893-WiFi9,212,Operator,Kerry,331.17,failed,Critical
AXA-20201211-2894-MAC,213,Operator,Kerry,337.43,failed,Critical
AXA-20201214-2901-VOICE,203,Operator,Victor,268.35,failed,Critical
AXA-20201228-2904-WiFi6,205,Operator,Victor,305.67,failed,Critical
AXA-20201224-2906-C100,205,Operator,Victor,255.05,failed,Critical
AXA-20201201-2908-WiFi5,209,Operator,Kerry,323.3,failed,Critical
AXA-20201225-2910-WLESS,201,Operator,Victor,272.35,failed,Critical
AXA-20201205-2914-WiFi9,209,Operator,Kerry,314.23,failed,Critical
AXA-20201206-2917-WiFi5,222,Operator,Seun,244.68,failed,Critical
AXA-20201203-2919-WiFi7,208,Operator,Kerry,254.37,failed,Critical
AXA-20201215-2921-ICS,212,Operator,Kerry,185.73,failed,Critical
AXA-20201213-2922-WiFi8,213,Operator,Kerry,304.07,failed,Critical
AXA-20201225-2923-HSE,225,Operator,Seun,326.28,failed,Critical
AXA-20201217-2929-WiFi8,206,Operator,Victor,263.47,failed,Critical
AXA-20201216-2932-WiFi3,205,Operator,Victor,185.63,failed,Critical
AXA-20201201-2934-WiFi4,207,Operator,Victor,304.65,failed,Critical
AXA-20201204-2936-CBS,213,Operator,Kerry,309.27,failed,Critical
AXA-20201204-2939-WiFi4,201,Operator,Victor,320.78,failed,Critical
AXA-20201225-2942-WiFi3,222,Operator,Seun,264.15,failed,Critical
AXA-20201211-2943-EVOICE,225,Operator,Seun,334.18,failed,Critical
AXA-20201212-2946-WiFi6,202,Operator,Victor,191.63,failed,Critical
AXA-20201223-2947-WiFi9,205,Operator,Victor,240.37,failed,Critical
AXA-20201216-2949-MAC,203,Operator,Victor,247.32,failed,Critical
AXA-20201203-2950-WiFi7,223,Operator,Seun,247.37,failed,Critical
AXA-20201208-2951-WLESS,208,Operator,Kerry,206.63,failed,Critical
AXA-20201228-2953-HSE,219,Operator,Wale,199.08,failed,Critical
AXA-20201205-2954-WiFi7,203,Operator,Victor,181.62,failed,Critical
AXA-20201202-2956-WLESS,201,Operator,Victor,265.08,failed,Critical
AXA-20201203-2957-EVOICE,213,Operator,Kerry,338.77,failed,Critical
AXA-20201201-2960-WiFi5,203,Operator,Victor,284.2,failed,Critical
AXA-20201206-2964-C95,215,Operator,Wale,280.73,failed,Critical
AXA-20201210-2966-WiFi10,205,Operator,Victor,202.78,failed,Critical
AXA-20201203-2969-WiFi6,216,Operator,Wale,182.55,failed,Critical
AXA-20201207-2970-ICS,204,Operator,Victor,285.07,failed,Critical
AXA-20201208-2971-WLESS,223,Operator,Seun,264.13,failed,Critical
AXA-20201226-2975-WiFi3,202,Operator,Victor,340.47,failed,Critical
AXA-20201218-2976-WLESS,202,Operator,Victor,313.03,failed,Critical
AXA-20201217-2980-WiFi7,213,Operator,Kerry,221.42,failed,Critical
AXA-20201213-2981-WiFi11,214,Operator,Kerry,275.6,failed,Critical
AXA-20201212-2982-C100,204,Operator,Victor,183.15,failed,Critical
AXA-20201205-2983-WLESS,220,Operator,Wale,194.48,failed,Critical
AXA-20201219-2984-WLESS,214,Operator,Kerry,220.08,failed,Critical
AXA-20201202-2985-WiFi5,213,Operator,Kerry,263.5,failed,Critical
AXA-20201214-2986-WiFi5,203,Operator,Victor,272.17,failed,Critical
AXA-20201210-2987-WiFi4,203,Operator,Victor,255.68,failed,Critical
AXA-20201222-2988-WiFi8,226,Operator,Seun,302.33,failed,Critical
AXA-20201211-2990-WLESS,225,Operator,Seun,208.52,failed,Critical
AXA-20201225-2991-WLESS,208,Operator,Kerry,275.32,failed,Critical
AXA-20201221-2992-C100,206,Operator,Victor,304.6,failed,Critical
AXA-20201205-2993-WiFi10,204,Operator,Victor,188.33,failed,Critical
AXA-20201220-2995-C100,205,Operator,Victor,266.5,failed,Critical
AXA-20201204-2996-HSE,204,Operator,Victor,181.7,failed,Critical
AXA-20201201-2997-HSE,210,Operator,Kerry,200.38,failed,Critical
AXA-20201206-2999-WiFi8,210,Operator,Kerry,314.47,failed,Critical
AXA-20201226-3001-MAC,205,Operator,Victor,327.38,failed,Critical
AXA-20201211-3003-VOICE,212,Operator,Kerry,329.45,failed,Critical
AXA-20201219-3007-MCON,225,Operator,Seun,266.33,failed,Critical
AXA-20201223-3010-C100,204,Operator,Victor,271.73,failed,Critical
AXA-20201203-3011-VOICE,222,Operator,Seun,281.45,failed,Critical
AXA-20201208-3013-WLESS,205,Operator,Victor,194.17,failed,Critical
AXA-20201201-3015-ICS,217,Operator,Wale,302.8,failed,Critical
AXA-20201213-3016-MCON,215,Operator,Wale,211.78,failed,Critical
AXA-20201225-3017-WiFi11,213,Operator,Kerry,180.57,failed,Critical
AXA-20201204-3025-MCON,221,Operator,Wale,327.1,failed,Critical
AXA-20201223-3027-WiFi6,205,Operator,Victor,256.25,failed,Critical
AXA-20201222-3028-C95,204,Operator,Victor,195.5,failed,Critical
AXA-20201213-3031-WiFi4,207,Operator,Victor,182.77,failed,Critical
AXA-20201212-3036-MAC,227,Operator,Seun,241.23,failed,Critical
AXA-20201228-3046-WLESS,204,Operator,Victor,241.4,failed,Critical
AXA-20201205-3047-WiFi10,217,Operator,Wale,225.75,failed,Critical
AXA-20201228-3048-MAC,207,Operator,Victor,205.43,failed,Critical
AXA-20201206-3049-HSE,208,Operator,Kerry,209.77,failed,Critical
AXA-20201208-3051-WiFi6,210,Operator,Kerry,275.55,failed,Critical
AXA-20201202-3052-WiFi4,224,Operator,Seun,279.25,failed,Critical
AXA-20201222-3053-WLESS,206,Operator,Victor,213.55,failed,Critical
AXA-20201215-3054-WiFi11,213,Operator,Kerry,254.28,failed,Critical
AXA-20201213-3055-WiFi6,202,Operator,Victor,306.33,failed,Critical
AXA-20201228-3056-WiFi8,224,Operator,Seun,201.1,failed,Critical
AXA-20201221-3063-MCON,206,Operator,Victor,267.28,failed,Critical
AXA-20201224-3065-MCON,203,Operator,Victor,217.15,failed,Critical
AXA-20201207-3068-WiFi8,209,Operator,Kerry,272.72,failed,Critical
AXA-20201209-3070-C100,213,Operator,Kerry,337.8,failed,Critical
AXA-20201228-3071-EVOICE,204,Operator,Victor,255.03,failed,Critical
AXA-20201204-3072-WiFi5,211,Operator,Kerry,252.58,failed,Critical
AXA-20201202-3073-MAC,209,Operator,Kerry,276.6,failed,Critical
AXA-20201204-3076-ICS,214,Operator,Kerry,204.13,failed,Critical
AXA-20201202-3077-WiFi5,209,Operator,Kerry,335.45,failed,Critical
AXA-20201208-3081-WLESS,205,Operator,Victor,330.43,failed,Critical
AXA-20201221-3083-MCON,209,Operator,Kerry,203.52,failed,Critical
AXA-20201203-3085-WiFi9,202,Operator,Victor,195.75,failed,Critical
AXA-20201212-3093-WiFi8,204,Operator,Victor,252.03,failed,Critical
AXA-20201213-3097-WiFi4,210,Operator,Kerry,254.55,failed,Critical
AXA-20201210-3100-WiFi6,218,Operator,Wale,271.12,failed,Critical
AXA-20201228-3101-WiFi8,203,Operator,Victor,191.72,failed,Critical
AXA-20201212-3103-CBS,201,Operator,Victor,255.47,failed,Critical
AXA-20201203-3104-HSE,201,Operator,Victor,306.42,failed,Critical
AXA-20201212-3106-WiFi5,203,Operator,Victor,195.43,failed,Critical
AXA-20201215-3109-WiFi11,202,Operator,Victor,323.65,failed,Critical
AXA-20201210-3112-WiFi8,211,Operator,Kerry,248.57,failed,Critical
AXA-20201224-3113-WiFi6,213,Operator,Kerry,188.27,failed,Critical
AXA-20201212-3115-C100,216,Operator,Wale,206.08,failed,Critical
AXA-20201210-3117-WiFi4,212,Operator,Kerry,273.63,failed,Critical
AXA-20201227-3118-HSE,204,Operator,Victor,327.62,failed,Critical
AXA-20201218-3125-WiFi3,210,Operator,Kerry,244.72,failed,Critical
AXA-20201226-3126-WiFi4,206,Operator,Victor,273.45,failed,Critical
AXA-20201217-3129-WiFi4,208,Operator,Kerry,310.1,failed,Critical
AXA-20201216-3130-WiFi4,206,Operator,Victor,333.72,failed,Critical
AXA-20201224-3132-WiFi6,206,Operator,Victor,344.73,failed,Critical
AXA-20201201-3133-WiFi8,214,Operator,Kerry,210.72,failed,Critical
AXA-20201213-3135-CBS,203,Operator,Victor,199.18,failed,Critical
AXA-20201206-3136-HSE,202,Operator,Victor,203.3,failed,Critical
AXA-20201210-3137-C100,202,Operator,Victor,189.65,failed,Critical
AXA-20201228-3138-WiFi7,214,Operator,Kerry,199.08,failed,Critical
AXA-20201226-3141-WLESS,225,Operator,Seun,189.55,failed,Critical
AXA-20201209-3143-EVOICE,212,Operator,Kerry,322.77,failed,Critical
AXA-20201204-3145-WiFi11,204,Operator,Victor,309.62,failed,Critical
AXA-20201226-3147-MCON,209,Operator,Kerry,259.3,failed,Critical
AXA-20201227-3149-HSE,206,Operator,Victor,207.35,failed,Critical
AXA-20201227-3151-C100,205,Operator,Victor,242.1,failed,Critical
AXA-20201211-3154-WiFi7,207,Operator,Victor,307.72,failed,Critical
AXA-20201227-3156-C95,228,Operator,Seun,264.35,failed,Critical
AXA-20201213-3157-WiFi4,222,Operator,Seun,345.07,failed,Critical
AXA-20201208-3161-WiFi6,204,Operator,Victor,207.22,failed,Critical
AXA-20201219-3162-WLESS,202,Operator,Victor,332.05,failed,Critical
AXA-20201220-3163-MCON,204,Operator,Victor,261.23,failed,Critical
AXA-20201221-3164-WiFi9,205,Operator,Victor,315.1,failed,Critical
AXA-20201224-3166-WLESS,201,Operator,Victor,254.08,failed,Critical
AXA-20201213-3167-MAC,212,Operator,Kerry,249.55,failed,Critical
AXA-20201214-3169-WiFi6,224,Operator,Seun,338.2,failed,Critical
AXA-20201218-3174-HSE,213,Operator,Kerry,210.42,failed,Critical
AXA-20201203-3176-WiFi10,223,Operator,Seun,255.13,failed,Critical
AXA-20201218-3177-WiFi4,212,Operator,Kerry,251.63,failed,Critical
AXA-20201219-3178-WiFi3,202,Operator,Victor,268.43,failed,Critical
AXA-20201202-3181-WLESS,209,Operator,Kerry,253.2,failed,Critical
AXA-20201221-3183-CBS,214,Operator,Kerry,339.73,failed,Critical
AXA-20201223-3186-WiFi8,226,Operator,Seun,309.57,failed,Critical
AXA-20201226-3188-WiFi6,228,Operator,Seun,345.5,failed,Critical
AXA-20201215-3189-MAC,215,Operator,Wale,188.55,failed,Critical
AXA-20201212-3191-WiFi11,205,Operator,Victor,181.55,failed,Critical
AXA-20201222-3195-EVOICE,203,Operator,Victor,316.65,failed,Critical
AXA-20201216-3196-WLESS,224,Operator,Seun,313.03,failed,Critical
AXA-20201214-3197-WLESS,205,Operator,Victor,302.15,failed,Critical
AXA-20201204-3198-HSE,213,Operator,Kerry,313.07,failed,Critical
AXA-20201223-3201-C95,201,Operator,Victor,344.07,failed,Critical
AXA-20201204-3202-HSE,205,Operator,Victor,273.28,failed,Critical
AXA-20201203-3205-WiFi6,204,Operator,Victor,209.77,failed,Critical
AXA-20201217-3207-WiFi5,207,Operator,Victor,216.17,failed,Critical
AXA-20201225-3208-WiFi6,201,Operator,Victor,307.08,failed,Critical
AXA-20201223-3209-HSE,216,Operator,Wale,314.4,failed,Critical
AXA-20201215-3210-WiFi9,203,Operator,Victor,259.38,failed,Critical
AXA-20201220-3211-WiFi7,206,Operator,Victor,186.05,failed,Critical
AXA-20201212-3214-WiFi10,201,Operator,Victor,253.32,failed,Critical
AXA-20201203-3217-WiFi10,204,Operator,Victor,212.22,failed,Critical
AXA-20201221-3218-MAC,211,Operator,Kerry,260.42,failed,Critical
AXA-20201223-3221-CBS,206,Operator,Victor,331.05,failed,Critical
AXA-20201218-3227-WiFi6,228,Operator,Seun,215.8,failed,Critical
AXA-20201220-3231-MCON,212,Operator,Kerry,204.12,failed,Critical
AXA-20201212-3233-VOICE,223,Operator,Seun,192.73,failed,Critical
AXA-20201201-3235-MCON,208,Operator,Kerry,345.53,failed,Critical
AXA-20201219-3238-MAC,209,Operator,Kerry,261.73,failed,Critical
AXA-20201224-3239-C95,204,Operator,Victor,314.47,failed,Critical
AXA-20201226-3240-WiFi10,204,Operator,Victor,314.23,failed,Critical
AXA-20201213-3242-VOICE,224,Operator,Seun,220.78,failed,Critical
AXA-20201222-3244-CBS,201,Operator,Victor,344.48,failed,Critical
AXA-20201201-3245-WiFi10,204,Operator,Victor,310.53,failed,Critical
AXA-20201212-3250-CBS,210,Operator,Kerry,322.32,failed,Critical
AXA-20201216-3252-HSE,206,Operator,Victor,342.27,failed,Critical
AXA-20201201-3254-WiFi11,226,Operator,Seun,214.62,failed,Critical
AXA-20201218-3256-WLESS,207,Operator,Victor,303.4,failed,Critical
AXA-20201212-3257-VOICE,210,Operator,Kerry,187.62,failed,Critical
AXA-20201203-3261-WiFi11,214,Operator,Kerry,254.77,failed,Critical
AXA-20201204-3262-WLESS,202,Operator,Victor,326.63,failed,Critical
AXA-20201216-3267-WLESS,202,Operator,Victor,282.6,failed,Critical
AXA-20201207-3268-C100,222,Operator,Seun,256.2,failed,Critical
AXA-20201209-3269-WiFi7,203,Operator,Victor,300.72,failed,Critical
AXA-20201222-3272-CBS,218,Operator,Wale,271.53,failed,Critical
AXA-20201208-3275-WiFi5,205,Operator,Victor,330.43,failed,Critical
AXA-20201202-3276-WLESS,212,Operator,Kerry,193.45,failed,Critical
AXA-20201224-3277-HSE,214,Operator,Kerry,313.75,failed,Critical
AXA-20201221-3281-MAC,220,Operator,Wale,241.43,failed,Critical
AXA-20201210-3283-WiFi10,223,Operator,Seun,334.42,failed,Critical
AXA-20201206-3285-WiFi10,205,Operator,Victor,335.68,failed,Critical
AXA-20201227-3286-WiFi10,227,Operator,Seun,261.62,failed,Critical
AXA-20201201-3288-MCON,210,Operator,Kerry,222.57,failed,Critical
AXA-20201228-3291-CBS,215,Operator,Wale,188.65,failed,Critical
AXA-20201219-3292-WiFi7,206,Operator,Victor,332.45,failed,Critical
AXA-20201212-3293-HSE,205,Operator,Victor,194.45,failed,Critical
AXA-20201207-3295-WiFi11,213,Operator,Kerry,312.37,failed,Critical
AXA-20201228-3296-WiFi8,218,Operator,Wale,343.5,failed,Critical
AXA-20201204-3300-WiFi4,209,Operator,Kerry,189.08,failed,Critical
AXA-20201212-3301-WiFi7,201,Operator,Victor,332.63,failed,Critical
AXA-20201212-3305-WLESS,206,Operator,Victor,185.63,failed,Critical
AXA-20201209-3311-WiFi11,206,Operator,Victor,341.73,failed,Critical
AXA-20201202-3312-WiFi11,204,Operator,Victor,317.47,failed,Critical
AXA-20201201-3313-WiFi9,204,Operator,Victor,188.2,failed,Critical
AXA-20201207-3317-WiFi4,205,Operator,Victor,266.68,failed,Critical
AXA-20201217-3320-WiFi7,211,Operator,Kerry,320.72,failed,Critical
AXA-20201201-3321-ICS,213,Operator,Kerry,345.33,failed,Critical
AXA-20201211-3323-WiFi7,212,Operator,Kerry,315.32,failed,Critical
AXA-20201217-3324-WiFi8,205,Operator,Victor,301.48,failed,Critical
AXA-20201201-3326-EVOICE,214,Operator,Kerry,312.47,failed,Critical
AXA-20201224-3328-WiFi9,201,Operator,Victor,320.37,failed,Critical
AXA-20201216-3331-HSE,206,Operator,Victor,272.32,failed,Critical
AXA-20201214-3332-WiFi5,211,Operator,Kerry,334.33,failed,Critical
AXA-20201203-3334-MAC,210,Operator,Kerry,310.18,failed,Critical
AXA-20201222-3335-WiFi9,223,Operator,Seun,222.2,failed,Critical
AXA-20201203-3338-WLESS,206,Operator,Victor,273.57,failed,Critical
AXA-20201221-3346-ICS,212,Operator,Kerry,308.6,failed,Critical
AXA-20201217-3347-VOICE,202,Operator,Victor,210.77,failed,Critical
AXA-20201201-3349-WiFi8,207,Operator,Victor,258.37,failed,Critical
AXA-20201222-3351-WiFi10,212,Operator,Kerry,282.12,failed,Critical
AXA-20201212-3356-WiFi11,206,Operator,Victor,332.75,failed,Critical
AXA-20201220-3357-WiFi7,211,Operator,Kerry,334.73,failed,Critical
AXA-20201226-3359-EVOICE,208,Operator,Kerry,218.6,failed,Critical
AXA-20201219-3360-HSE,223,Operator,Seun,189.32,failed,Critical
AXA-20201221-3363-EVOICE,221,Operator,Wale,341.05,failed,Critical
AXA-20201203-3364-HSE,206,Operator,Victor,225.25,failed,Critical
AXA-20201209-3367-WiFi11,210,Operator,Kerry,276.7,failed,Critical
AXA-20201203-3369-WiFi7,201,Operator,Victor,270.57,failed,Critical
AXA-20201216-3370-C100,202,Operator,Victor,240.13,failed,Critical
AXA-20201207-3373-C100,223,Operator,Seun,258.35,failed,Critical
AXA-20201227-3375-WLESS,223,Operator,Seun,223.12,failed,Critical
AXA-20201214-3377-MCON,201,Operator,Victor,308.65,failed,Critical
AXA-20201226-3378-C100,207,Operator,Victor,184.63,failed,Critical
AXA-20201204-3388-WLESS,221,Operator,Wale,300.8,failed,Critical
AXA-20201220-3390-ICS,210,Operator,Kerry,344.03,failed,Critical
AXA-20201225-3393-MAC,204,Operator,Victor,325.73,failed,Critical
AXA-20201222-3396-WiFi4,214,Operator,Kerry,344.48,failed,Critical
AXA-20201219-3398-HSE,206,Operator,Victor,186.7,failed,Critical
AXA-20201221-3399-HSE,213,Operator,Kerry,316.08,failed,Critical
AXA-20201222-3401-WiFi8,215,Operator,Wale,191.42,failed,Critical
AXA-20201207-3402-EVOICE,211,Operator,Kerry,211.43,failed,Critical
AXA-20201215-3403-MAC,204,Operator,Victor,272.35,failed,Critical
AXA-20201218-3404-ICS,211,Operator,Kerry,343.35,failed,Critical
AXA-20201215-3408-WLESS,225,Operator,Seun,304.33,failed,Critical
AXA-20201204-3410-WiFi8,209,Operator,Kerry,242.67,failed,Critical
AXA-20201202-3411-EVOICE,220,Operator,Wale,345.07,failed,Critical
AXA-20201214-3414-WiFi5,212,Operator,Kerry,266.63,failed,Critical
AXA-20201222-3415-HSE,207,Operator,Victor,195.07,failed,Critical
AXA-20201213-3416-WiFi8,228,Operator,Seun,240.57,failed,Critical
AXA-20201222-3417-HSE,204,Operator,Victor,225.8,failed,Critical
AXA-20201208-3419-C100,204,Operator,Victor,343.32,failed,Critical
AXA-20201214-3421-WiFi5,202,Operator,Victor,275.67,failed,Critical
AXA-20201209-3423-WLESS,207,Operator,Victor,283.62,failed,Critical
AXA-20201224-3424-HSE,225,Operator,Seun,187.62,failed,Critical
AXA-20201221-3431-WLESS,204,Operator,Victor,265.78,failed,Critical
AXA-20201211-3433-WiFi9,213,Operator,Kerry,309.65,failed,Critical
AXA-20201220-3435-WiFi8,203,Operator,Victor,277.22,failed,Critical
AXA-20201215-3436-ICS,206,Operator,Victor,216.47,failed,Critical
AXA-20201215-3437-WiFi10,202,Operator,Victor,219.12,failed,Critical
AXA-20201214-3438-ICS,203,Operator,Victor,184.73,failed,Critical
AXA-20201225-3441-WiFi3,221,Operator,Wale,205.08,failed,Critical
AXA-20201225-3442-WiFi4,202,Operator,Victor,247.3,failed,Critical
AXA-20201202-3443-WiFi7,203,Operator,Victor,326.58,failed,Critical
AXA-20201228-3444-ICS,212,Operator,Kerry,189.22,failed,Critical
AXA-20201215-3445-WiFi3,202,Operator,Victor,315.03,failed,Critical
AXA-20201226-3452-WiFi9,206,Operator,Victor,221.68,failed,Critical
AXA-20201206-3453-C95,202,Operator,Victor,342.07,failed,Critical
AXA-20201204-3455-C100,201,Operator,Victor,263.77,failed,Critical
AXA-20201212-3457-WiFi7,217,Operator,Wale,243.8,failed,Critical
AXA-20201203-3459-WLESS,204,Operator,Victor,202.08,failed,Critical
AXA-20201213-3462-WiFi8,205,Operator,Victor,317.47,failed,Critical
AXA-20201207-3463-MCON,201,Operator,Victor,262.05,failed,Critical
AXA-20201208-3464-WiFi8,204,Operator,Victor,315.75,failed,Critical
AXA-20201223-3466-WiFi6,214,Operator,Kerry,203.78,failed,Critical
AXA-20201216-3470-WiFi10,204,Operator,Victor,259.22,failed,Critical
AXA-20201227-3471-WiFi7,214,Operator,Kerry,261.72,failed,Critical
AXA-20201222-3474-WiFi7,204,Operator,Victor,316.32,failed,Critical
AXA-20201204-3476-WiFi8,217,Operator,Wale,253.57,failed,Critical
AXA-20201224-3478-HSE,207,Operator,Victor,193.67,failed,Critical
AXA-20201225-3479-MAC,212,Operator,Kerry,184.55,failed,Critical
AXA-20201222-3482-ICS,212,Operator,Kerry,327.77,failed,Critical
AXA-20201210-3483-WiFi9,223,Operator,Seun,271.27,failed,Critical
AXA-20201226-3484-MCON,204,Operator,Victor,271.65,failed,Critical
AXA-20201221-3488-WiFi3,207,Operator,Victor,309.08,failed,Critical
AXA-20201223-3491-MAC,202,Operator,Victor,265.8,failed,Critical
AXA-20201203-3493-WiFi8,202,Operator,Victor,329.05,failed,Critical
AXA-20201226-3495-HSE,202,Operator,Victor,212.38,failed,Critical
AXA-20201208-3496-WiFi9,223,Operator,Seun,224.68,failed,Critical
AXA-20201217-3497-WiFi6,202,Operator,Victor,253.5,failed,Critical
AXA-20201225-3498-WLESS,225,Operator,Seun,242.43,failed,Critical
AXA-20201224-3500-VOICE,214,Operator,Kerry,333.58,failed,Critical
AXA-20201217-3501-WiFi8,214,Operator,Kerry,343.67,failed,Critical
AXA-20201210-3504-EVOICE,218,Operator,Wale,213.37,failed,Critical
AXA-20201214-3505-WLESS,204,Operator,Victor,311.43,failed,Critical
AXA-20201207-3507-VOICE,221,Operator,Wale,268.13,failed,Critical
AXA-20201227-3508-WiFi6,206,Operator,Victor,260.65,failed,Critical
AXA-20201205-3511-EVOICE,203,Operator,Victor,208.25,failed,Critical
AXA-20201201-3512-WiFi6,213,Operator,Kerry,302.15,failed,Critical
AXA-20201221-3513-MAC,216,Operator,Wale,224.25,failed,Critical
AXA-20201213-3516-HSE,207,Operator,Victor,258.48,failed,Critical
AXA-20201206-3518-MCON,223,Operator,Seun,195.65,failed,Critical
AXA-20201216-3519-WLESS,210,Operator,Kerry,181.27,failed,Critical
AXA-20201212-3520-HSE,226,Operator,Seun,211.47,failed,Critical
AXA-20201209-3527-WiFi11,203,Operator,Victor,185.3,failed,Critical
AXA-20201227-3528-C95,226,Operator,Seun,323.03,failed,Critical
AXA-20201213-3532-WLESS,226,Operator,Seun,275.72,failed,Critical
AXA-20201213-3533-WiFi4,217,Operator,Wale,326.65,failed,Critical
AXA-20201221-3534-WLESS,223,Operator,Seun,276.13,failed,Critical
AXA-20201212-3535-EVOICE,201,Operator,Victor,249.67,failed,Critical
AXA-20201223-3537-C100,209,Operator,Kerry,332.23,failed,Critical
AXA-20201202-3538-WiFi7,203,Operator,Victor,265.6,failed,Critical
AXA-20201223-3540-VOICE,202,Operator,Victor,342.68,failed,Critical
AXA-20201217-3541-EVOICE,210,Operator,Kerry,189.63,failed,Critical
AXA-20201205-3542-C100,207,Operator,Victor,213.8,failed,Critical
AXA-20201224-3544-WiFi9,214,Operator,Kerry,193.27,failed,Critical
AXA-20201222-3545-WiFi5,206,Operator,Victor,282.05,failed,Critical
AXA-20201216-3546-MAC,206,Operator,Victor,322.6,failed,Critical
AXA-20201201-3548-WiFi8,207,Operator,Victor,305.07,failed,Critical
AXA-20201225-3549-ICS,221,Operator,Wale,306.75,failed,Critical
AXA-20201209-3551-WiFi10,224,Operator,Seun,182.2,failed,Critical
AXA-20201226-3553-CBS,209,Operator,Kerry,301.1,failed,Critical
AXA-20201226-3555-WiFi3,207,Operator,Victor,282.63,failed,Critical
AXA-20201211-3556-C95,221,Operator,Wale,198.15,failed,Critical
AXA-20201216-3557-VOICE,223,Operator,Seun,344.53,failed,Critical
AXA-20201221-3564-WLESS,201,Operator,Victor,265.67,failed,Critical
AXA-20201221-3565-WLESS,214,Operator,Kerry,196.03,failed,Critical
AXA-20201226-3573-WLESS,223,Operator,Seun,326.8,failed,Critical
AXA-20201227-3574-WiFi5,211,Operator,Kerry,320.23,failed,Critical
AXA-20201202-3576-CBS,206,Operator,Victor,303.62,failed,Critical
AXA-20201209-3577-WiFi11,223,Operator,Seun,185.35,failed,Critical
AXA-20201217-3578-WiFi10,202,Operator,Victor,216.17,failed,Critical
AXA-20201208-3580-WiFi5,203,Operator,Victor,304.27,failed,Critical
AXA-20201202-3585-EVOICE,201,Operator,Victor,316.17,failed,Critical
AXA-20201201-3591-WiFi3,206,Operator,Victor,344.12,failed,Critical
AXA-20201210-3593-WiFi8,207,Operator,Victor,249.05,failed,Critical
AXA-20201202-3594-MAC,206,Operator,Victor,253.73,failed,Critical
